corpus_id,domain,subdomain,corpus_or_collection,current_primary_route,gita_press_partnership_role,confidence,direct_catalog_match_count,matched_product_codes_sample,matched_product_titles_sample,candidate_catalog_categories,potential_plan_change_if_signed,what_gita_press_can_supply,what_it_does_not_replace,fallback_if_partnership_fails,official_evidence_url,assessment_notes
COR-0044,01 Shruti and Vedic,Principal Upanishads,Aitareya Upanishad,AGENT_DOWNLOAD_RIGHTS_REVIEW,A_DIRECT_PUBLISHED_EDITION_CANDIDATE,MEDIUM,1,72,Aitareya Upanishad – Sanskrit Text with Hindi Translation & Adi Shankaracharya Bhashya Commentary by | Language: Hindi | Code: 72,Puran Upanishad and Others,PARTNERSHIP_FIRST_FOR_GITA_PRESS_EDITION; retain other editions and witnesses as separate requirements,"Catalog metadata, print/digital master, complete Gita Press edition, language variants, cover/illustrations and update history—subject to agreement.","Other publishers, critical editions, regional recensions not in catalog, or manuscript witnesses.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0045,01 Shruti and Vedic,Principal Upanishads,Chandogya Upanishad,AGENT_DOWNLOAD_RIGHTS_REVIEW,A_DIRECT_PUBLISHED_EDITION_CANDIDATE,MEDIUM,1,582,Chandogya Upanishad – Sanskrit Text with Hindi Translation & Adi Shankaracharya Bhashya Commentary by | Language: Hindi | Code: 582,Puran Upanishad and Others,PARTNERSHIP_FIRST_FOR_GITA_PRESS_EDITION; retain other editions and witnesses as separate requirements,"Catalog metadata, print/digital master, complete Gita Press edition, language variants, cover/illustrations and update history—subject to agreement.","Other publishers, critical editions, regional recensions not in catalog, or manuscript witnesses.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0046,01 Shruti and Vedic,Principal Upanishads,Brihadaranyaka Upanishad,AGENT_DOWNLOAD_RIGHTS_REVIEW,A_DIRECT_PUBLISHED_EDITION_CANDIDATE,MEDIUM,1,577,Brihadaranyaka Upanishad – Sanskrit Text with Hindi Translation & Adi Shankaracharya Bhashya Commentary by | Language: Hindi | Code: 577,Puran Upanishad and Others,PARTNERSHIP_FIRST_FOR_GITA_PRESS_EDITION; retain other editions and witnesses as separate requirements,"Catalog metadata, print/digital master, complete Gita Press edition, language variants, cover/illustrations and update history—subject to agreement.","Other publishers, critical editions, regional recensions not in catalog, or manuscript witnesses.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0047,01 Shruti and Vedic,Principal Upanishads,Shvetashvatara Upanishad,AGENT_DOWNLOAD_RIGHTS_REVIEW,A_DIRECT_PUBLISHED_EDITION_CANDIDATE,MEDIUM,1,73,Shvetashvatara Upanishad  – Sanskrit Text with Hindi Translation & Adi shankaracharya Bhashya Commentary by | Language: Hindi | Code: 73,Puran Upanishad and Others,PARTNERSHIP_FIRST_FOR_GITA_PRESS_EDITION; retain other editions and witnesses as separate requirements,"Catalog metadata, print/digital master, complete Gita Press edition, language variants, cover/illustrations and update history—subject to agreement.","Other publishers, critical editions, regional recensions not in catalog, or manuscript witnesses.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0048,01 Shruti and Vedic,Principal Upanishads,Kaushitaki Upanishad,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0049,01 Shruti and Vedic,Principal Upanishads,Maitri/Maitrayaniya Upanishad,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0050,01 Shruti and Vedic,Minor Upanishads,Muktika canon of 108 Upanishads,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0051,01 Shruti and Vedic,Vedanga and ancillary Vedic corpus,Shiksha corpus (phonetics and recitation manuals),AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0052,01 Shruti and Vedic,Vedanga and ancillary Vedic corpus,Pratishakhya corpus by Vedic school,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0053,01 Shruti and Vedic,Vedanga and ancillary Vedic corpus,Chandas corpus including Pingala,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0054,01 Shruti and Vedic,Vedanga and ancillary Vedic corpus,Vyakarana Vedic corpus including Panini and predecessors,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0055,01 Shruti and Vedic,Vedanga and ancillary Vedic corpus,Nirukta and Nighantu corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0056,01 Shruti and Vedic,Vedanga and ancillary Vedic corpus,Kalpa — Shrautasutra corpus by school,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0057,01 Shruti and Vedic,Vedanga and ancillary Vedic corpus,Kalpa — Grihyasutra corpus by school,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0058,01 Shruti and Vedic,Vedanga and ancillary Vedic corpus,Kalpa — Dharmasutra corpus by school,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0059,01 Shruti and Vedic,Vedanga and ancillary Vedic corpus,Kalpa — Shulbasutra corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0060,01 Shruti and Vedic,Vedanga and ancillary Vedic corpus,Vedanga Jyotisha recensions and commentaries,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0061,01 Shruti and Vedic,Vedanga and ancillary Vedic corpus,"Anukramani, Parishishta, Khila and prayoga corpora by Vedic school",AGENT_DOWNLOAD_RIGHTS_REVIEW,C_ARCHIVE_OR_RESEARCH_DISCOVERY_POTENTIAL,LOW_UNTIL_ARCHIVE_CATALOG_RECEIVED,0,,,,REQUEST_MANUSCRIPT_AND_RESEARCH_LIBRARY_CATALOG; no route replacement yet,"Possible manuscript metadata, source copies, bibliographic leads or a future edition from the reported archive.","Specialist manuscript institutes, lineage permissions, critical editions and school-specific completeness.",Item-level rights review,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0062,01 Shruti and Vedic,Oral heritage,Complete Vedic recitation audio/video by shakha and patha,USER_NEGOTIATE_INSTITUTION,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Partnership and performer consent; fund recording where no complete archive exists,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0063,02 Itihasa,Mahabharata Sanskrit,"Mahabharata — BORI Critical Edition, 18 parvans",USER_BUY_PHYSICAL_SCAN,D_NOT_A_REPLACEMENT,HIGH,42,32 | 33 | 34 | 35 | 36 | 37 | 38 | 39 | 263 | 511 | 720 | 728 | 766 | 894 | 979 | 980 | 1245 | 1354 | 1386 | 1538,"Mahabharat - Volume 1 (Adi Parva & Sabha Parva, Illustrated Hindi Translation) | Language: Hindi | Code: 32 | Mahabharat – Volume 2 (Van Parva & Virat Parva, Illustrated Hindi Translation) | Language: Hindi | Code: 33 | Mahabharat - Volume 3 (Udyoga Parva & Bhishma Parva, Illustrated Hindi Translation) | Language: Hindi | Code: 34 | Mahabharat - Volume 4 Sampurna Mahakavya with Simple Hindi Translation & Illustrations | Language: Hindi | Code: 35 | Mahabharat-Volume 5 (Shanti Parva) With Illustrations and Simple Hindi Translation | Language: Hindi | Code: 36 | Mahabharat-Volume 6 Anushasan, Ashwamedhika, Ashramavasika, Mausal, Mahaprasthanika & Svargarohan Parva With Illustrations and Simple Hindi Translation | Language: Hindi | Code: 37 | Mahabharat– Khilbhag Shri Harivansh Puran | Language: Hindi | Code: 38 | Sankshipt Mahabharat – Part 1 of 2  – Concise Mahabharata with Sanskrit Verses & Hindi Explanation by | Language: Hindi | Code: 39",Devotee Characters | Picture-Stories | Puran Upanishad and Others | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Purchase exact edition/volume set and scan; separately request digital/publication rights,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0064,02 Itihasa,Mahabharata Sanskrit,Mahabharata — BORI Critical Edition critical apparatus,USER_BUY_PHYSICAL_SCAN,D_NOT_A_REPLACEMENT,HIGH,42,32 | 33 | 34 | 35 | 36 | 37 | 38 | 39 | 263 | 511 | 720 | 728 | 766 | 894 | 979 | 980 | 1245 | 1354 | 1386 | 1538,"Mahabharat - Volume 1 (Adi Parva & Sabha Parva, Illustrated Hindi Translation) | Language: Hindi | Code: 32 | Mahabharat – Volume 2 (Van Parva & Virat Parva, Illustrated Hindi Translation) | Language: Hindi | Code: 33 | Mahabharat - Volume 3 (Udyoga Parva & Bhishma Parva, Illustrated Hindi Translation) | Language: Hindi | Code: 34 | Mahabharat - Volume 4 Sampurna Mahakavya with Simple Hindi Translation & Illustrations | Language: Hindi | Code: 35 | Mahabharat-Volume 5 (Shanti Parva) With Illustrations and Simple Hindi Translation | Language: Hindi | Code: 36 | Mahabharat-Volume 6 Anushasan, Ashwamedhika, Ashramavasika, Mausal, Mahaprasthanika & Svargarohan Parva With Illustrations and Simple Hindi Translation | Language: Hindi | Code: 37 | Mahabharat– Khilbhag Shri Harivansh Puran | Language: Hindi | Code: 38 | Sankshipt Mahabharat – Part 1 of 2  – Concise Mahabharata with Sanskrit Verses & Hindi Explanation by | Language: Hindi | Code: 39",Devotee Characters | Picture-Stories | Puran Upanishad and Others | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Purchase exact edition/volume set and scan; separately request digital/publication rights,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
